,cpu_usage,memory_usage,disk_io,network_traffic,db_connections,failed_logins,response_time,thread_count,anomaly,label
10339,83.72714476293069,122.13660765985668,252.99404410951223,688.777446965866,726.0,169.0,4664.102497740481,89.53374872826448,-1,1
10369,62.64825883791736,63.12657298839368,237.38675117069937,575.9203019816421,797.0,82.0,4979.57146106151,69.38401179475201,-1,1
10426,44.59795265463621,59.19690729546608,233.6685477487619,722.3256601132736,1107.0,167.0,3359.985129022612,80.28228759763154,-1,1
10485,45.716685538802444,55.94154054383861,227.2776026123135,582.3552958248969,1195.0,168.0,4252.508057299493,92.53151119797258,-1,1
10487,104.622105785811,118.7829053265244,247.43838094007828,839.1240412447175,1092.0,196.0,3497.4560864265964,82.72139571656616,-1,1
10541,46.8411939832817,65.42792122169925,210.94569777454453,500.7559699432144,1011.0,122.0,4475.303776755368,84.94653581818673,-1,1
10586,103.26145616040516,97.32029630635796,208.53453172094228,536.2315783000108,1178.0,163.0,3369.52758945928,68.39302873949192,-1,1
10653,78.34615361759,111.80229375700075,235.33844101430813,588.5959653051417,753.0,92.0,3836.547604555045,85.96821095391385,-1,1
10734,35.15586953824788,60.92176218309705,276.7884454031707,770.6262929716604,753.0,75.0,5008.074948042218,72.62194872965235,-1,1
10788,27.57917542294036,70.81065681606195,212.9452380325077,641.962410398148,1057.0,64.0,4046.428653315143,87.41993607473968,-1,1
10814,40.40258604936961,55.94426995883613,203.53898584539164,822.719554762283,1108.0,124.0,5009.848422888301,87.4015810970082,-1,1
10846,107.70088025254896,108.90983190860324,300.0621520369919,701.573226063657,1026.0,142.0,5646.341560441371,91.55935786054104,-1,1
10898,38.22988823209656,61.14713959016987,200.62798367019863,540.2940497565742,968.0,145.0,5683.727495294252,95.73008858776647,-1,1
10916,94.6457985930849,111.9430066085873,193.96031478468316,546.2002344819873,1153.0,194.0,5211.564296377183,75.52907744974877,-1,1
10932,33.340258143195385,61.133064222701904,227.95103910088503,742.5217600123298,1114.0,196.0,3303.070948909587,82.02347989576475,-1,1
11076,89.47075983763766,116.60423067040004,288.76677065266904,732.3493631981895,778.0,193.0,3461.264508063842,79.59624402550212,-1,1
11187,50.4846327354057,56.93409016076813,293.8805880733397,797.6549132956663,791.0,108.0,5017.89823697733,78.16353308203028,-1,1
11223,28.38419010822008,47.95495096487937,284.2330178726923,364.1924822388891,1190.0,62.0,4485.255837749237,84.82737840734615,-1,1
11227,60.01879133796319,51.587308761377486,318.91702519071816,413.7647737858308,964.0,81.0,5738.68705469887,86.6354025151389,-1,1
11343,95.30140661315178,100.13456177402618,257.31108990706883,657.1025847258738,898.0,171.0,5288.558588064174,95.70221727032995,-1,1
11388,51.05133015758949,54.54774127953432,243.1562416099184,612.8424057586208,995.0,104.0,4985.116128308688,88.27016214776549,-1,1
11415,38.577675215560106,59.00746262223029,230.28666026860932,520.68813833935,1156.0,152.0,5944.148798162783,90.95703850053596,-1,1
11447,53.25557074869565,79.14490882075464,173.3663767579149,658.4218923104515,728.0,178.0,3553.87053715193,92.14770615591006,-1,1
11462,39.22657984291666,63.83808589848879,332.0980989037968,659.8182442398926,1029.0,140.0,4403.570212887069,81.87241709118398,-1,1
11471,43.75451520313576,54.967334375302016,136.9029152110212,567.5399668629098,1020.0,76.0,4479.723451515287,90.7677651050178,-1,1
11577,99.68523602818836,114.67988793372166,319.90702784305967,866.0431918776997,1153.0,147.0,3182.383485012548,104.29318399254912,-1,1
11594,45.12575769600314,65.60266669450651,281.7689834362349,476.46723798022254,880.0,174.0,5708.034491627952,85.07033710609987,-1,1
11697,32.674109358310844,49.18250469183477,121.26779200372002,619.4627543612561,752.0,133.0,3222.1076586583017,75.833234910453,-1,1
11774,58.02928421945811,47.42168965852046,176.963050433837,680.6740402108435,834.0,107.0,4101.571216770512,79.71348985059011,-1,1
11824,83.8176806064397,108.74943176619848,325.9485413421049,701.5484270969779,989.0,137.0,5697.565164671767,87.20781527280077,-1,1
11856,42.62687765804782,42.23123699298544,241.77907373533523,883.9694068794895,722.0,124.0,3262.800896459185,79.45424913239067,-1,1
11875,29.74814563337802,49.078725082487,345.3278798711447,812.9443006629399,955.0,163.0,5455.504174331685,89.45608608328989,-1,1
11916,52.73877173442823,54.21641719957658,288.3281568287279,851.1416854880299,1077.0,141.0,4023.8468244661462,83.4158878890038,-1,1
12133,98.69052048589968,105.0222055066831,288.61967331070537,677.7648091393511,1192.0,187.0,3197.6023711680964,79.0246269706032,-1,1
12160,90.84908663274672,101.33347310736778,225.0947699609732,820.3002005114461,944.0,90.0,3818.9971737343726,74.69608011162134,-1,1
12273,83.1161532925993,103.12681595029088,320.7385292958869,516.4086086063603,1131.0,144.0,4099.475848904904,62.235673437689925,-1,1
12328,41.34219254697994,60.65564598655988,231.02163695767916,529.4784934693188,893.0,95.0,5211.073952948735,78.02124505076034,-1,1
12396,62.84558888853586,51.00836146641221,147.000614280082,849.1019869523691,950.0,166.0,5729.984453090054,97.66153772232482,-1,1
12444,86.46079702479281,105.6521142692896,242.4303462958364,657.1839171125818,1090.0,118.0,5295.705312517814,89.04960793888395,-1,1
12469,52.675090818172976,55.81764353231306,200.3714872295666,735.0992854248345,937.0,100.0,3999.547090710784,99.1354713416304,-1,1
12508,29.74385069954756,56.63365232114915,301.0220262063004,561.8430843068295,862.0,141.0,3502.103750328172,80.21276099392558,-1,1
12553,51.05543982585583,55.15638800499772,288.2620648912257,906.4447613150692,874.0,174.0,3195.1348338165453,88.44741544766536,-1,1
12561,92.66922807949176,109.3470315620646,221.66373839075533,803.6979536307393,1001.0,77.0,3695.1693341146593,75.72409080198278,-1,1
12711,53.6903127553084,55.464263159837486,248.29755640190868,702.2951688761381,957.0,123.0,5698.295886204928,91.75180485521486,-1,1
12757,36.75266020497637,60.38616591156635,272.8329799924048,760.6569939538592,1145.0,127.0,4925.060251659821,96.45873528628286,-1,1
12802,92.72115711618092,100.9284276467762,275.499980774612,512.3624683985292,779.0,189.0,4924.8227411503785,91.467211616752,-1,1
12813,52.26870523744936,39.4557819071175,186.9036931652261,513.5637006384774,1093.0,145.0,4918.9319016596655,80.57921823636225,-1,1
12830,104.39202851662048,106.37668825443548,251.27920221370692,735.369879622805,1100.0,130.0,5254.029922056385,68.67881529020133,-1,1
12851,62.56101589693534,59.111990825331006,122.61853543625652,608.1611792275324,1018.0,74.0,5749.342435990044,86.27191733911276,-1,1
12946,103.2060747590867,115.72415342518082,228.18669054372623,488.5466722489222,1039.0,157.0,4819.478248212135,78.79705147537453,-1,1
12948,64.83373599422575,55.50177321265121,237.819015912226,935.5947749642356,760.0,129.0,4835.5920689356935,89.77720923604335,-1,1
12971,103.3240053859056,101.35168507208915,186.00639887265777,639.7776981721248,785.0,144.0,5054.391838069017,98.4578684872967,-1,1
13004,93.51821466501772,106.97129509184722,270.2652987047353,893.0681780615591,1117.0,159.0,5223.282030122873,74.94508011278896,-1,1
13040,86.03666667028004,114.13855589728956,311.76155431903413,807.5507269093164,848.0,63.0,3754.171441926328,89.8773133141156,-1,1
13073,99.6019768123004,112.38103129176795,187.2799301295032,426.2435206905419,1045.0,174.0,3239.215652635088,72.75796474727845,-1,1
13162,46.85396656467761,50.84932523958842,304.51626785436315,996.2425510939646,1159.0,156.0,5765.902485673154,65.6978134247323,-1,1
13257,98.78226285431508,111.1887788001997,232.0565509446633,354.2660598372489,1176.0,80.0,3949.1624712644025,74.696211136807,-1,1
13280,40.70817709772346,61.45343861696927,290.8970907736822,699.6511298213749,1116.0,84.0,3601.4353864420373,69.08706864873102,-1,1
13383,54.28388679136171,66.53006760989841,184.1089211598044,667.2011874370065,1168.0,166.0,3628.5168312963992,83.8709259245496,-1,1
13413,104.9441442009024,109.46422109100374,366.0589062985615,322.9002676412634,996.0,119.0,4978.712073157908,89.20721563394775,-1,1
13422,88.7615975131274,108.28165234583103,272.5573984002847,749.7746768211529,775.0,93.0,4518.854647385968,63.68194135616378,-1,1
13437,53.34055451849369,55.398699069225934,271.27035021636965,489.5013384525188,1044.0,63.0,3531.604800245841,88.41466744611246,-1,1
13470,102.53601109159814,104.6142972166886,256.92957013844153,749.0729873659496,825.0,176.0,5256.073895025656,69.58802562392715,-1,1
13513,98.38473105312111,105.06477797107844,332.3035135720108,791.678706977284,1024.0,122.0,3557.7444208310244,82.04067400694922,-1,1
13550,52.903490086922886,59.96279730475643,355.60346509670944,319.76501950992133,914.0,176.0,4331.666405872949,89.13710100442074,-1,1
13573,85.48891953257535,117.23763785530792,244.29563891841505,749.0539244636478,1061.0,177.0,5873.120428221189,70.71778479739018,-1,1
13600,36.093039147377226,56.19757120234328,137.25398612218643,603.4648926047366,1156.0,105.0,3891.314178974208,80.50910950785224,-1,1
13644,107.84916784875082,94.59628925098863,269.39911866375843,800.0034595295771,845.0,95.0,5116.331969686074,76.58517504435882,-1,1
13672,69.71933772431858,51.72459156288049,217.65010522140784,655.286603938252,941.0,117.0,4536.809522018836,92.89782405543464,-1,1
13701,30.110777439294232,48.42712497470752,319.86485821751853,1102.6929130926924,864.0,124.0,5432.915807842139,83.94451947166232,-1,1
13731,94.4808164122394,110.31920258599428,259.5591535566421,733.1823240327981,1050.0,69.0,5436.674915593974,74.41596846873004,-1,1
13757,30.12845764290229,67.9302102140479,231.6585852133315,630.0969460742233,939.0,109.0,4299.013140502377,70.63917804200798,-1,1
13768,35.77023101625906,47.73825492997874,290.36165878791644,844.1201511844145,1155.0,120.0,3256.68238396149,78.47146425369661,-1,1
13857,40.86189881378103,58.92157307728562,211.85642236024432,814.0992682496864,1146.0,74.0,5362.065788043208,81.92983712014677,-1,1
13868,51.66542531982631,54.81612677579783,325.8195429509129,579.0471521839874,860.0,94.0,3961.237100906716,71.35876194737362,-1,1
13961,98.60130951277564,107.67068557561066,163.63978414976896,740.9335733916182,720.0,154.0,4257.421058551632,67.42879980532854,-1,1
14009,64.01913148662501,71.13998997121455,225.0035210394315,826.9143375867186,961.0,177.0,3590.6341498665183,79.29788361554063,-1,1
14048,87.17133489702509,112.82993268761332,301.7683326445723,448.7299369132064,755.0,150.0,5000.613474374854,90.75348577732838,-1,1
14060,105.83548523327867,107.75640899383538,205.33614171767744,807.5031350230147,1019.0,195.0,3466.785727017784,91.76785008151904,-1,1
14063,37.55243843215612,51.55774795116138,248.03979384618944,831.2936325495464,905.0,145.0,4334.698537381271,79.16489929147654,-1,1
14113,40.10055979026038,69.70940263753036,159.0941272774143,1193.211470491446,1039.0,163.0,3075.3181625716006,73.62367250327364,-1,1
14119,36.29836842220098,68.34552402398724,294.22788586692883,685.4732736256009,992.0,162.0,3757.536418453549,99.13978453235352,-1,1
14121,92.06433163409112,101.8852572349267,235.8876329287654,699.2617553601405,1141.0,100.0,3677.181731383056,83.41387180758697,-1,1
14122,104.01111781062173,110.16458650499672,337.4207588614901,723.4399671152235,873.0,159.0,3634.165899740135,85.41494196729279,-1,1
14269,86.63812885461675,117.66766488194637,233.65042123334476,855.6018295343989,1072.0,136.0,3510.896838746491,77.62001191709255,-1,1
14270,93.1859396528281,108.84032895276844,410.25371805475777,813.3665028735506,1008.0,199.0,4221.633982011659,83.58753126846203,-1,1
14342,49.924373391541664,69.18792082149335,344.5477602999489,738.4471503231523,1022.0,140.0,3840.3126484818263,93.5229327353361,-1,1
14410,48.0941618514205,51.962563484039165,221.489622705329,221.0467973469698,880.0,159.0,5234.707322265473,71.68009658813469,-1,1
14414,40.55520470122296,61.28688195386569,249.2210776950988,662.411982798162,1054.0,120.0,5476.990940243071,84.47813174611652,-1,1
14482,83.21308868203745,108.65248276232244,237.4280264874244,1070.918471035735,785.0,191.0,3660.850131420476,86.98842245208765,-1,1
14483,48.520386129581205,63.50583017655038,252.3449812488753,513.6820678643187,1037.0,148.0,3024.713428517944,85.64858802985717,-1,1
14526,95.41326831877004,113.03919343771098,173.15371714029305,762.6345758835072,1109.0,78.0,5167.699030589862,90.98324867893804,-1,1
14571,31.43454947713461,47.94994201027809,339.22384050042217,667.9167365533933,1116.0,158.0,3872.9902610881263,55.70816983450303,-1,1
14638,38.34892628981195,58.80550577988826,248.83882168925305,544.7002169146034,936.0,141.0,3749.5743035956857,73.26062829506483,-1,1
14658,99.5262402998012,104.08339173327788,236.31589341850963,776.0574838817816,1153.0,170.0,5704.088661916809,76.89341168237036,-1,1
14748,46.11088351304833,62.61666071115563,219.8656795360974,843.9729864241542,1172.0,100.0,5136.940707709533,79.61945846701893,-1,1
14749,84.55074965377749,119.81380324882394,250.5923650808303,780.0758704008454,1030.0,179.0,5485.798940371582,88.94644044154502,-1,1
14881,54.96462615412983,55.82619640077368,330.7389606091617,624.7133891419572,930.0,85.0,3979.670231054046,89.54490221919463,-1,1
14904,80.35293318382433,107.98367071494216,270.8753853052704,825.2372709482097,1020.0,176.0,4475.726075634573,74.57757492666882,-1,1
14917,63.57590876649665,61.01669085401203,240.2950202919696,518.0635499905278,1092.0,161.0,3656.313524330509,79.52092646102915,-1,1
14993,97.40580757726592,108.32689588728913,303.7342914369779,341.97369649579144,760.0,149.0,4990.084765564195,93.92633496078084,-1,1
15020,101.84104990934742,101.44371794591888,297.457558411118,556.3596730282304,992.0,145.0,5847.733851506521,87.15082925088836,-1,1
15026,95.94176469173642,119.03044109372844,200.03471077771653,633.49395924246,971.0,119.0,3234.1890878281665,62.71636192183533,-1,1
15047,47.01887194291483,70.22998216419005,343.2708567490738,897.319379368507,1159.0,70.0,3544.8684995284416,77.6481452419278,-1,1
15107,92.43644357146854,95.26237327048185,299.8746400807525,714.4637090526907,1038.0,155.0,4829.590479480135,75.71446820158238,-1,1
15128,92.41041165232488,114.15539792051672,288.3941780314627,538.018924277744,1011.0,108.0,4588.740236497095,67.66376656402116,-1,1
15215,61.69246942376501,62.85758653012977,283.1101949284358,763.9080028184875,976.0,130.0,3804.993355930332,82.7543420787952,-1,1
15237,46.607045512784616,42.86176220630878,290.5827865515698,1129.596263681395,927.0,196.0,3228.466245767977,75.13669315258747,-1,1
15327,79.98163075370162,103.93768400457624,287.04024003366874,812.1597653754828,987.0,115.0,4426.172040023846,79.84934559738882,-1,1
15380,98.13123417192992,109.53207961816948,219.87184486857635,608.2878679793065,1191.0,144.0,5703.580173367504,90.86465987855516,-1,1
15389,102.81008954607152,102.39367540062108,228.91962923037215,922.9793619396888,718.0,156.0,4701.110941307229,73.58909336554284,-1,1
15521,35.76570794278607,61.730282245206325,121.14317402179518,876.4187846466227,731.0,87.0,4225.943467090927,82.19121720374102,-1,1
15528,36.090145580465695,55.06482245024462,151.004087453493,1011.858388350089,935.0,171.0,3099.9172477471084,73.14603524816134,-1,1
15552,66.43724586658843,115.11954073366516,197.6017957572288,675.3512804066138,885.0,141.0,5119.454623532339,88.82934283229702,-1,1
15571,63.010451965393344,62.56549136656916,311.2757768424177,633.6089102825422,965.0,124.0,3884.370945350168,87.58576229357297,-1,1
15702,85.51378098791034,103.69081329721246,294.51425227890013,669.005001656711,833.0,120.0,3126.9326374373195,100.20187970727662,-1,1
15745,104.37406282469496,116.48380002397184,247.22486887222547,747.7322897549574,907.0,96.0,4705.296905790852,88.80807523935762,-1,1
15937,99.01058307693631,99.60306899200351,269.2467750951616,895.1722055302077,1085.0,133.0,5042.742960590147,81.6852158193346,-1,1
16042,86.14264399366246,113.10314049667544,365.25403888953616,912.0989914722372,1099.0,153.0,4975.349578269381,91.80854637458948,-1,1
16055,89.67298912445023,113.76534471255891,270.3387418419963,710.4614669620954,1036.0,167.0,5033.486915719581,96.5247886710574,-1,1
16118,38.88171183260097,71.46861960777284,177.27501688741398,1072.586920991922,1148.0,143.0,4468.015022177027,92.11986658587035,-1,1
16131,83.41206933575396,104.52792111423776,283.37377571477606,666.2992136403981,731.0,135.0,3971.410846439576,91.30559913487566,-1,1
16137,43.19864395590149,67.21716543546158,174.7394750791836,1149.0867163167986,1085.0,118.0,4443.993162444647,94.7556838970925,-1,1
16201,99.5596839988059,111.13499289477852,172.23611780897158,750.6252961530704,971.0,117.0,3980.696528948226,81.04794328920003,-1,1
16258,105.27004411787657,101.60555689200476,154.5293619118662,560.9029608558374,970.0,139.0,4992.2020221678185,84.15306476774066,-1,1
16280,82.62646309960832,104.79851428580623,260.1322328216124,571.7471517715065,1106.0,146.0,4864.4984260270085,74.48605562364416,-1,1
16293,55.31738980514059,50.64803977588387,261.3732729035669,600.4045935868346,936.0,156.0,3708.602575374175,43.4691991476172,-1,1
16310,96.8145900694254,105.76875904877886,239.9490087403796,643.7434025071248,1008.0,101.0,4066.0015645924495,78.1171656565428,-1,1
16313,45.97826491852268,48.64065370552018,275.04370641255235,975.498023327482,726.0,76.0,4672.651427345543,86.8681802789333,-1,1
16341,58.919915761813314,54.82230516742792,278.0543822158053,850.2593683627742,1053.0,199.0,4341.637557062088,92.09282600362933,-1,1
16356,36.71859862387103,51.513205393644505,311.18269105455414,269.2275235765373,892.0,65.0,5571.759680229228,86.34798466955368,-1,1
16531,57.81978362376686,55.83068868535965,323.79324629607726,621.0401303144636,861.0,80.0,4929.143835375202,71.95571040199671,-1,1
16532,94.12191648365146,114.7062412423929,119.57064446263186,413.9312016436991,774.0,111.0,4074.7876946104698,72.46133690814374,-1,1
16534,83.24189019660803,113.10669199756438,175.4100794763662,788.3639003430417,819.0,65.0,4090.434220288071,70.91070907956757,-1,1
16568,101.40056081032918,115.09839982250304,183.93686349856893,343.96899321224845,1012.0,70.0,3299.78348589062,77.72348826154997,-1,1
16661,42.79165507962917,67.71011445813168,257.7373554719454,916.648873796946,944.0,73.0,5867.184786842601,77.61511856983945,-1,1
16664,46.06544676434374,66.81464446209836,222.97663440089784,1141.976045842419,1019.0,124.0,4545.609069210588,86.73677717275858,-1,1
16724,101.55960552141374,116.28300192899574,179.84628009631612,1201.7580947846404,1152.0,166.0,4679.288152859857,60.05142109719756,-1,1
16740,97.51592807261738,120.4403533438761,352.76942058329496,884.4137872488905,966.0,145.0,3500.1565774670644,82.18323357074667,-1,1
16817,110.28778835710308,102.06502818650512,310.00680825359655,502.8213514785284,797.0,136.0,5294.321203841999,90.1063477711435,-1,1
16883,44.56454327921119,53.13199277618549,256.35360885192625,580.9643965344051,944.0,103.0,4456.987909324426,88.83166565146551,-1,1
16906,97.96295365503669,121.78971272158498,118.48713725521546,331.644817647697,883.0,182.0,3338.5702830795594,77.5370421729014,-1,1
16964,41.36215470390129,57.68915581397082,292.6209997591033,171.08378996386148,1086.0,162.0,5428.175842477577,75.38873937779726,-1,1
16982,69.71754899686286,115.4598139163016,157.3510078911264,368.7161996794491,1192.0,178.0,3614.375036847786,103.45001437728516,-1,1
17029,49.71080404096887,60.05228866855215,225.30316557453332,452.7635801337104,873.0,139.0,3949.5484582789295,80.48354803263577,-1,1
17128,93.50686578128324,96.05975936503684,270.62583214098765,565.3337855778409,855.0,76.0,3683.288952462417,89.24489289653874,-1,1
17159,44.51504138451174,66.02436654769568,202.78693421096168,400.7246980258099,929.0,94.0,5621.615494361629,73.60128165167947,-1,1
17172,33.216538751931544,61.77458715306364,187.2474355683088,1092.096352163736,1100.0,147.0,3977.945674952029,93.7450629020824,-1,1
17268,52.9393512091051,72.0283154802522,289.13778435656485,891.130542641055,1022.0,104.0,5079.5450534462125,71.9558681457185,-1,1
17306,39.25206772784683,50.96017717713276,329.96642369244233,348.8850166830882,819.0,123.0,4081.3518835654095,89.0473371229469,-1,1
17339,108.7479797005478,105.3567080316152,288.4417753397928,704.3550812296153,906.0,141.0,4590.259469559664,71.35388493770438,-1,1
17346,38.82700930241955,60.89352956464393,327.3649060755906,307.52933073285794,986.0,131.0,3784.563664391598,71.66395395754638,-1,1
17378,53.62057590546545,56.92152886905673,233.39998609742,704.4377116553475,839.0,117.0,3468.3858429338293,46.98985920062215,-1,1
17504,89.76547570165543,106.17513906254185,262.0293595278292,497.98543356871255,1160.0,149.0,3924.413292340544,83.78727453215616,-1,1
17623,59.86159237018532,70.39518705215359,291.8101483782808,550.9809033949556,952.0,67.0,3061.542144719984,84.69429541987276,-1,1
17738,43.77344899692381,60.45661274643937,216.00547315178068,746.782986860395,887.0,199.0,5030.846634660162,78.92607030226904,-1,1
17787,48.22020479655214,69.65369841575566,281.03221906913785,849.2015039005707,1016.0,182.0,5503.585483269762,86.45036369490063,-1,1
17857,100.44322704765736,117.87329156122524,199.04366657291428,689.865361559381,740.0,191.0,3332.426049879095,99.4595305707587,-1,1
17865,93.8521117836545,104.41096701455773,215.59439529783725,698.2143397844553,1146.0,99.0,5254.354110060811,80.97800413642048,-1,1
17947,40.690561995147725,48.7356451412639,190.889316951498,764.741130712715,753.0,129.0,5209.907482285238,89.49729372034581,-1,1
18096,100.72725319329822,106.35562792911534,157.7001593043206,465.3303714370342,1028.0,79.0,5530.4855552666095,73.69134702642111,-1,1
18137,45.74681639454239,63.64518702248669,186.94445296770493,579.1582972535848,1091.0,66.0,4216.853509802552,76.03169651424062,-1,1
18245,99.86885950300572,105.9006812670153,210.32217863993424,523.4423734139477,715.0,109.0,5855.244774355989,86.90604289261468,-1,1
18267,53.21615752237163,62.5116973753584,392.0250685048532,597.7115032293965,875.0,164.0,5197.782015033905,75.68238895518084,-1,1
18288,85.3387347687091,117.12617376241576,196.58034623774583,780.0518099585953,970.0,141.0,3607.846068317295,87.51757925853198,-1,1
18311,45.1764180873502,54.095308170523154,261.09166629277934,573.4695695742612,1121.0,115.0,3840.128640632195,75.91184835580135,-1,1
18376,27.68675421123685,67.97529984074428,304.81765625663786,733.4824789381269,1155.0,176.0,3687.21181091664,93.53321117984603,-1,1
18379,58.25263603127389,46.13406611044026,106.35078346237154,454.2980570212037,1041.0,134.0,4169.694476870556,64.9556541681424,-1,1
18427,38.47601539537522,64.95556987030261,236.41337076413663,857.2610893220143,951.0,192.0,5903.740148172438,71.90740778125405,-1,1
18517,45.72689463035433,67.17631764346918,307.1315767199471,516.5099305783682,756.0,122.0,3955.181422051791,96.624018427874,-1,1
18547,60.69241181284709,41.173946441248525,208.67884679045596,749.5792733138857,1139.0,185.0,3288.626938684003,86.64846783269796,-1,1
18597,89.00278154068619,110.16258999724856,268.90082827479114,584.2705729025806,893.0,194.0,5890.047871524075,66.4949623752572,-1,1
18603,48.205064125986375,54.03487509122634,181.7915907182114,373.6571381007704,989.0,102.0,5235.406645286963,90.8244855678654,-1,1
18626,78.20791909946216,109.58560084407796,218.11439891316877,786.3068477656836,771.0,146.0,5204.259720006752,82.99959077190705,-1,1
18644,90.68900010474307,109.90527840559976,233.55957021812787,707.0295976708603,728.0,184.0,3191.3750710360555,98.69391322901492,-1,1
18657,49.91557919402587,63.58470366862305,258.6650005959166,875.5124827547996,958.0,142.0,5141.1841462862085,81.68569385954584,-1,1
18705,58.173839179398215,64.59426331382906,270.964020247313,923.245221220266,1051.0,84.0,4750.451178519423,81.8270658742341,-1,1
18742,104.91646378260802,102.44736756603052,199.8144191820488,764.9242193315765,1104.0,190.0,5693.612962294774,73.73039310521807,-1,1
18783,41.309998107484674,67.01660125098512,213.7196164927319,805.6953494154875,834.0,137.0,4173.837936591544,105.0262746375338,-1,1
18788,57.59045004063905,61.1080494609923,252.49765346161303,554.6366640204977,958.0,189.0,5615.755357489028,70.5550643958945,-1,1
18806,111.2711805215976,114.0424061189211,302.9236390845484,627.0558042678957,814.0,103.0,3860.1985691037225,69.96848404493755,-1,1
18813,90.87947730215078,105.89365774490273,280.9267533686012,808.1700377349897,1015.0,95.0,4031.032128114605,79.84851046392616,-1,1
18854,89.28953422125659,119.66941240132348,212.5275778467164,970.273309160828,865.0,164.0,3026.152632210417,62.14333073673501,-1,1
18918,76.03998105082111,106.76801862633287,169.05737542748665,851.5369687242519,758.0,196.0,3408.2760213789124,90.25678480771307,-1,1
18929,86.21599522660699,106.46060856082164,236.3919015495592,485.2568244269265,991.0,60.0,4034.3168005918697,69.85019095608324,-1,1
18941,90.66568362359855,105.67483534721636,121.4513800076187,644.9502151169717,1094.0,69.0,5219.196603087148,72.62750470430379,-1,1
18953,100.03328773845568,108.50002396356972,169.05690277067333,572.9398602911747,772.0,114.0,4972.96459507009,76.11354574560356,-1,1
19025,95.90083477540108,112.08684325736446,194.76666610225087,674.4073396666555,1183.0,75.0,3995.802219060981,83.27036352837499,-1,1
19172,83.44970159591982,120.57668434038963,209.17393233529148,687.1435758373968,1190.0,118.0,4043.8523556353102,99.328996510877,-1,1
19185,54.2118903782456,70.34239566658022,236.0625078089996,624.9087414543468,866.0,93.0,4093.582304553392,83.79702054557828,-1,1
19220,100.41582931999412,115.41099902620444,119.23955166955948,522.5561733066502,703.0,83.0,5529.000869522082,74.7815726338869,-1,1
19226,43.16683157976696,65.55396246212455,161.51220842012265,588.8660344279477,724.0,130.0,5440.256683768524,93.03661172642438,-1,1
19235,108.8238274568994,100.3355443194818,284.48830028129044,643.9966904343837,901.0,185.0,4331.7068590278095,93.53286348370334,-1,1
19472,78.48946604938084,117.48979834312946,272.36199472187906,612.2240373272614,1156.0,94.0,3135.7492379842565,78.75428611167825,-1,1
19501,46.01737205839927,63.97648791779508,231.64487691030615,698.4493659035301,1088.0,108.0,5148.767071363314,84.62343001247126,-1,1
19558,20.09718291623671,59.67362903479007,253.08352733542236,790.4282494168447,1123.0,138.0,4500.402131313781,81.13050675051106,-1,1
19603,39.49319153343237,71.88245613979102,232.30397697415805,769.3984788606653,1035.0,91.0,5679.278224211757,74.6606655866022,-1,1
19750,102.97510306878124,115.50050038655137,280.24814881258123,843.0839059242113,1177.0,195.0,3827.522256756873,66.22935197731658,-1,1
19753,56.634949996973816,55.711589782463264,298.185247439703,1087.898176511694,1140.0,184.0,3116.0665820310064,83.77323137174905,-1,1
19812,102.63319451433148,104.21748650380783,200.438521298174,643.1448073520488,1152.0,77.0,3666.5375598108185,65.88416144443005,-1,1
20071,101.80302892060476,99.53740619374928,292.9462523285012,923.7588902220488,886.0,198.0,3838.380519706219,75.97441783325034,-1,1
20090,95.54639441645035,103.75749701015089,235.56883099751943,607.3370409585094,912.0,141.0,3814.067830638457,74.19764835453744,-1,1
20113,81.99366295251554,122.16622260022277,312.7647861812917,840.6043027836947,1032.0,149.0,5508.027661029199,85.1237213738442,-1,1
20118,49.86710530325499,55.217394572923865,237.853330943498,708.0012828445492,1179.0,122.0,3362.690978739194,59.59069087308546,-1,1
20141,42.71681573974831,59.24955352912609,256.0689634840118,917.9049364373813,1139.0,130.0,5623.268537254814,67.79013567680666,-1,1
20144,101.87373242237504,116.2203444622557,246.2939904393033,690.9041034033137,926.0,184.0,5964.978246574835,87.14315148208354,-1,1
20148,95.30233802717336,120.03999227790992,297.94636351606533,670.9494410411617,1090.0,70.0,3114.272973059644,67.72675627434441,-1,1
20163,97.653280549999,105.05414671137204,377.3570425708657,786.0660552852569,1177.0,170.0,5290.991263584327,75.1748534346366,-1,1
20176,43.80840730048766,52.69388559199262,362.1907394322034,351.66777912622985,1096.0,151.0,4136.982405640079,83.92863366274538,-1,1
20251,56.67390678701151,63.27975690659783,176.05665145631338,683.3290628959643,1171.0,182.0,5705.780240467515,79.80885560140534,-1,1
20262,102.94678323045125,105.9178907522432,273.1715091027717,773.3325488925925,1164.0,157.0,5486.5152989870585,81.49960080772894,-1,1
20348,91.78847812869844,124.19402697848564,409.7252122506281,843.0832304778421,1172.0,184.0,4457.674908316234,90.27391036789872,-1,1
20403,89.7644625737255,114.65478774307584,205.86468470202212,305.84185891831817,896.0,104.0,5719.025093682154,79.96926218107727,-1,1
20413,31.906060545667227,61.63470502967605,139.2840520597698,696.939510111418,775.0,65.0,3201.7838951509766,90.42104607184244,-1,1
20431,47.523982066520496,62.80131026826997,240.69247180828984,379.5443125495468,970.0,110.0,3209.502966332214,85.16003292244928,-1,1
20451,47.63035181817904,58.5639713240305,329.6557511203905,566.1462161355089,983.0,162.0,5953.366863400447,81.41606580798816,-1,1
